cell	node	doublet
Cell_1358	3	no
Cell_1359	5	no
Cell_1360	3	no
Cell_1361	3	no
Cell_1362	3	no
Cell_1363	3	no
Cell_1364	5	no
Cell_1365	5	no
Cell_1366	3	no
Cell_1367	3	no
Cell_1368	5	yes
Cell_1369	3	no
Cell_1370	3	no
Cell_1371	3	no
Cell_1372	3	no
Cell_1373	3	no
Cell_1374	3	no
Cell_1375	3	no
Cell_1376	3	no
Cell_1377	3	no
Cell_1378	3	no
Cell_1379	5	no
Cell_1380	3	no
Cell_1381	3	no
Cell_1382	2	no
Cell_1383	5	no
Cell_1384	5	no
Cell_1385	3	no
Cell_1386	3	no
Cell_1387	3	no
Cell_1388	3	no
Cell_1389	3	no
Cell_1390	3	no
Cell_1391	3	no
Cell_1392	5	no
Cell_1393	5	no
Cell_1394	3	no
Cell_1395	5	no
Cell_1396	3	no
Cell_1397	3	no
Cell_1398	3	no
Cell_1399	3	no
Cell_1400	3	no
Cell_1401	3	no
Cell_1402	5	no
Cell_1403	5	no
Cell_1404	3	no
Cell_1405	1	no
Cell_1406	3	no
Cell_1407	3	no
Cell_1408	3	no
Cell_1409	2	no
Cell_1410	5	yes
Cell_1411	5	no
Cell_1412	3	yes
Cell_1413	3	no
Cell_1414	3	no
Cell_1415	3	no
Cell_1416	3	no
Cell_1417	3	yes
Cell_1418	3	no
Cell_1419	3	no
Cell_1420	3	no
Cell_1421	3	no
Cell_1422	3	no
Cell_1423	3	no
Cell_1424	5	no
Cell_1425	3	no
Cell_1426	3	no
Cell_1427	5	no
Cell_1428	3	no
Cell_1429	3	no
Cell_1430	3	no
Cell_1431	3	no
Cell_1432	3	no
Cell_1433	5	no
Cell_1434	3	no
Cell_1435	3	no
Cell_1436	3	no
Cell_1437	5	no
Cell_1438	5	no
Cell_1439	3	no
Cell_1440	3	no
Cell_1441	3	no
Cell_1442	3	no
Cell_1443	3	no
Cell_1444	3	no
Cell_1445	3	no
Cell_1446	0	no
Cell_1447	3	no
Cell_1448	2	yes
Cell_1449	3	no
Cell_1450	3	no
Cell_1451	3	no
Cell_1452	4	no
Cell_1453	3	no
Cell_1454	3	no
Cell_1455	3	no
Cell_1456	3	no
Cell_1457	3	no
Cell_1458	3	no
Cell_1459	5	no
Cell_1460	5	no
Cell_1461	3	no
Cell_1462	5	no
Cell_1463	3	no
Cell_1464	4	no
Cell_1465	3	no
Cell_1466	1	no
Cell_1467	3	no
Cell_1468	3	no
Cell_1469	3	no
Cell_1470	3	no
Cell_1471	3	no
Cell_1472	3	no
Cell_1473	4	no
Cell_1474	5	no
Cell_1475	3	no
Cell_1476	3	no
Cell_1477	5	no
Cell_1478	3	no
Cell_1479	5	no
Cell_1480	3	no
Cell_1481	3	no
Cell_1482	5	no
Cell_1483	3	no
Cell_1484	3	no
Cell_1485	3	no
Cell_1486	5	no
Cell_1487	4	no
Cell_1488	3	no
Cell_1489	2	no
Cell_1490	3	no
Cell_1491	3	no
Cell_1492	3	no
Cell_1493	3	no
Cell_1494	5	no
Cell_1495	3	no
Cell_1496	3	no
Cell_1497	3	no
Cell_1498	5	no
Cell_1499	3	no
Cell_1500	3	no
Cell_1501	3	no
Cell_1502	3	no
Cell_1503	5	no
Cell_1504	5	no
Cell_1505	5	no
Cell_1506	3	no
Cell_1507	3	no
Cell_1508	3	no
Cell_1509	3	no
Cell_1510	3	no
Cell_1511	2	no
Cell_1512	3	no
Cell_1513	5	no
Cell_1514	5	no
Cell_1515	3	no
Cell_1516	5	no
Cell_1517	3	no
Cell_1518	3	no
Cell_1519	3	no
Cell_1520	3	no
Cell_1521	3	no
Cell_1522	3	no
Cell_1523	3	no
Cell_1524	3	no
Cell_1525	5	no
Cell_1526	5	no
Cell_1527	3	no
Cell_1528	3	no
Cell_1529	3	no
Cell_1530	3	no
Cell_1531	3	no
Cell_1532	3	no
Cell_1533	3	no
Cell_1534	3	no
Cell_1535	3	no
Cell_1536	3	no
Cell_1537	3	no
Cell_1538	3	no
Cell_1539	5	no
Cell_1540	3	no
Cell_1541	3	no
Cell_1542	2	no
Cell_1543	5	no
Cell_1544	3	no
Cell_1545	3	no
Cell_1546	5	no
Cell_1547	3	no
Cell_1548	5	no
Cell_1549	3	no
Cell_1550	3	no
Cell_1551	3	no
Cell_1552	3	no
Cell_1553	3	no
Cell_1554	3	no
Cell_1555	1	no
Cell_1556	3	no
Cell_1557	5	no
Cell_1558	4	no
Cell_1559	3	no
Cell_1560	3	no
Cell_1561	3	no
Cell_1562	5	no
Cell_1563	2	yes
Cell_1564	3	no
Cell_1565	3	no
Cell_1566	3	no
Cell_1567	3	no
Cell_1568	3	no
Cell_1569	5	no
Cell_1570	3	no
Cell_1571	3	no
Cell_1572	3	no
Cell_1573	3	no
Cell_1574	5	no
Cell_1575	3	no
Cell_1576	3	no
Cell_1577	3	no
Cell_1578	3	no
Cell_1579	3	no
Cell_1580	3	no
Cell_1581	3	no
Cell_1582	3	no
Cell_1583	5	no
Cell_1584	5	no
Cell_1585	5	no
Cell_1586	4	no
Cell_1587	3	yes
Cell_1588	5	no
Cell_1589	5	no
Cell_1590	3	no
Cell_1591	3	no
Cell_1592	5	no
Cell_1593	5	no
Cell_1594	3	no
Cell_1595	1	no
Cell_1596	3	no
Cell_1597	3	no
Cell_1598	3	no
Cell_1599	5	no
Cell_1600	3	no
Cell_1601	3	no
Cell_1602	3	no
Cell_1603	1	no
Cell_1604	3	no
Cell_1605	5	no
Cell_1606	3	no
Cell_1607	3	no
Cell_1608	3	no
Cell_1609	3	no
Cell_1610	5	no
Cell_1611	3	no
Cell_1612	3	no
Cell_1613	2	no
Cell_1614	3	no
Cell_1615	2	no
Cell_1616	5	no
Cell_1617	5	no
Cell_1618	3	no
Cell_1619	5	no
Cell_1620	3	no
Cell_1621	3	no
Cell_1622	0	no
Cell_1623	3	no
Cell_1624	3	yes
Cell_1625	3	no
Cell_1626	3	no
Cell_1627	3	no
Cell_1628	3	no
Cell_1629	3	no
Cell_1630	3	no
Cell_1631	3	no
Cell_1632	3	no
Cell_1633	3	no
Cell_1634	3	no
Cell_1635	5	no
Cell_1636	3	no
Cell_1637	3	no
Cell_1638	3	no
Cell_1639	3	no
Cell_1640	3	no
Cell_1641	3	no
Cell_1642	3	no
Cell_1643	5	no
Cell_1644	3	no
Cell_1645	2	yes
Cell_1646	3	no
Cell_1647	3	no
Cell_1648	3	no
Cell_1649	3	no
Cell_1650	3	no
Cell_1651	3	no
Cell_1652	3	no
Cell_1653	3	no
Cell_1654	3	no
Cell_1655	3	no
Cell_1656	3	no
Cell_1657	2	no
Cell_1658	5	no
Cell_1659	5	no
Cell_1660	3	no
Cell_1661	3	no
Cell_1662	5	no
Cell_1663	3	no
Cell_1664	3	no
Cell_1665	5	no
Cell_1666	5	no
Cell_1667	5	no
Cell_1668	3	no
Cell_1669	3	no
Cell_1670	3	no
Cell_1671	3	no
Cell_1672	3	no
Cell_1673	3	no
Cell_1674	3	no
Cell_1675	5	no
Cell_1676	3	no
Cell_1677	5	no
Cell_1678	3	no
Cell_1679	3	no
Cell_1680	3	no
Cell_1681	3	no
Cell_1682	2	no
Cell_1683	3	no
Cell_1684	1	no
Cell_1685	3	no
Cell_1686	3	no
Cell_1687	3	no
Cell_1688	3	no
Cell_1689	3	no
Cell_1690	5	no
Cell_1691	3	no
Cell_1692	3	no
Cell_1693	3	no
Cell_1694	0	no
Cell_1695	0	no
Cell_1696	3	no
Cell_1697	3	no
Cell_1698	3	no
Cell_1699	3	no
Cell_1700	3	no
Cell_1701	5	no
Cell_1702	5	no
Cell_1703	5	no
Cell_1704	2	no
Cell_1705	3	no
Cell_1706	3	no
Cell_1707	5	no
Cell_1708	5	no
Cell_1709	3	no
Cell_1710	3	no
Cell_1711	3	no
Cell_1712	3	no
Cell_1713	3	no
Cell_1714	3	no
Cell_1715	3	no
Cell_1716	5	no
Cell_1717	5	no
Cell_1718	3	no
Cell_1719	3	no
Cell_1720	3	no
Cell_1721	3	no
Cell_1722	3	no
Cell_1723	4	no
Cell_1724	3	no
Cell_1725	5	no
Cell_1726	3	no
Cell_1727	3	no
Cell_1728	5	no
Cell_1729	3	no
Cell_1730	3	no
Cell_1731	5	no
Cell_1732	3	no
Cell_1733	2	no
Cell_1734	3	no
Cell_1735	5	no
Cell_1736	5	no
Cell_1737	3	no
Cell_1738	5	no
Cell_1739	3	no
Cell_1740	3	no
Cell_1741	3	no
Cell_1742	3	no
Cell_1743	0	no
Cell_1744	3	no
Cell_1745	5	no
Cell_1746	3	no
Cell_1747	3	no
Cell_1748	3	no
Cell_1749	5	no
Cell_1750	3	no
Cell_1751	3	no
Cell_1752	5	no
Cell_1753	3	no
Cell_1754	3	no
Cell_1755	3	no
Cell_1756	3	no
Cell_1757	3	no
Cell_1758	3	no
Cell_1759	3	no
Cell_1760	5	no
Cell_1761	3	no
Cell_1762	3	no
Cell_1763	3	no
Cell_1764	3	no
Cell_1765	3	no
Cell_1766	3	no
Cell_1767	5	no
Cell_1768	3	yes
Cell_1769	5	no
Cell_1770	3	no
Cell_1771	3	no
Cell_1772	5	no
Cell_1773	3	no
Cell_1774	3	no
Cell_1775	3	no
Cell_1776	3	no
Cell_1777	3	no
Cell_1778	3	no
Cell_1779	3	no
Cell_1780	5	no
Cell_1781	3	no
Cell_1782	3	no
Cell_1783	3	no
Cell_1784	3	no
Cell_1785	3	no
Cell_1786	3	no
Cell_1787	3	no
Cell_1788	3	no
Cell_1789	5	no
Cell_1790	3	no
Cell_1791	3	no
Cell_1792	3	no
Cell_1793	3	no
Cell_1794	3	no
Cell_1795	3	no
Cell_1796	3	no
Cell_1797	3	no
Cell_1798	3	no
Cell_1799	5	no
Cell_1800	3	no
Cell_1801	3	no
Cell_1802	3	no
Cell_1803	3	no
Cell_1804	5	no
Cell_1805	3	no
Cell_1806	3	no
Cell_1807	5	no
Cell_1808	3	no
Cell_1809	3	no
Cell_1810	3	no
Cell_1811	5	no
Cell_1812	3	no
Cell_1813	3	no
Cell_1814	5	no
Cell_1815	3	yes
